DistrictType,DistrictTTL,SchoolTTL,HighestAchievement,YearAfterGrad,DemographicGrouping,DemographicValue,MedianEarnings,MedianHours,NumRecords
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,7,Gender,Male,42900,1913,128
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,7,GPA,<3.0,38800,1784,41
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,7,GPA,>=3.0,40100,1926,262
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,7,Race/Ethnicity,Asian,43700,2040,132
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,7,Race/Ethnicity,White,36400,1596,132
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,All Students,All,44800,1915,285
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,FRPL,FRPL,48700,2071.5,102
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,FRPL,Not FRPL,43300,1778,183
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,Gender,Female,43500,1913.5,170
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,Gender,Male,47300,1923,115
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,GPA,<3.0,34800,1545,43
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,GPA,>=3.0,46300,1942.5,242
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,Race/Ethnicity,Asian,50200,2072,129
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,8,Race/Ethnicity,White,42300,1708,123
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,All Students,All,46900,1937,275
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,FRPL,FRPL,49900,2007,103
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,FRPL,Not FRPL,46100,1888,172
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,Gender,Female,46600,1946.5,168
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,Gender,Male,47300,1932,107
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,GPA,<3.0,42200,1932,43
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,GPA,>=3.0,48000,1940,232
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,Race/Ethnicity,Asian,50800,2020,125
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,9,Race/Ethnicity,White,42600,1848,115
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,All Students,All,49500,1946,214
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,FRPL,FRPL,46700,1967,76
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,FRPL,Not FRPL,50100,1884.5,138
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,Gender,Female,49000,1951,134
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,Gender,Male,50100,1920,80
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,GPA,<3.0,44900,1942,35
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,GPA,>=3.0,49900,1950,179
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,Race/Ethnicity,Asian,51800,2017,100
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,10,Race/Ethnicity,White,49000,1853.5,86
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,All Students,All,55800,1956,150
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,FRPL,FRPL,56000,1966,61
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,FRPL,Not FRPL,54900,1931,89
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,Gender,Female,53900,1952,97
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,Gender,Male,61600,1962,53
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,GPA,<3.0,48000,1948.5,30
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,GPA,>=3.0,56000,1956.5,120
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,Race/Ethnicity,Asian,56600,1979,75
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,11,Race/Ethnicity,White,53800,1815,57
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,12,All Students,All,63400,1948,87
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,12,FRPL,FRPL,58100,1964.5,34
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,12,FRPL,Not FRPL,64400,1924,53
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,12,Gender,Female,60300,1992,53
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,12,Gender,Male,66000,1931,34
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,12,Race/Ethnicity,Asian,61200,1979,43
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,12,Race/Ethnicity,White,64400,1827,31
School Dist,Seattle Public Schools,Ingraham High School,Bachelor's or Higher,13,All Students,All,49700,1964.5,34
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,All Students,All,27500,1578.5,350
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Bilingual,Bilingual,21600,1413,50
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Bilingual,Not Bilingual,28500,1594,300
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,FRPL,FRPL,28800,1575,181
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,FRPL,Not FRPL,26700,1589,169
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Gender,Female,27500,1537,148
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Gender,Male,27500,1663,202
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,GPA,<3.0,28500,1586.5,238
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,GPA,>=3.0,25300,1527.5,112
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Race/Ethnicity,Asian,30800,1736,113
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Race/Ethnicity,Black or African American,21300,1282,92
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Race/Ethnicity,Spanish/Hispanic/Latino,32200,1670.5,30
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Race/Ethnicity,White,25000,1560.5,106
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Special Education,Not Special Education,28700,1586.5,308
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,7,Special Education,Special Education,20800,1487.5,42
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,All Students,All,31900,1705,289
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Bilingual,Bilingual,31000,1627,42
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Bilingual,Not Bilingual,31900,1712,247
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,FRPL,FRPL,34200,1780.5,148
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,FRPL,Not FRPL,28500,1587,141
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Gender,Female,33200,1765,128
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Gender,Male,30900,1685,161
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,GPA,<3.0,31900,1711,199
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,GPA,>=3.0,31900,1618.5,90
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Race/Ethnicity,Asian,37400,1908,96
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Race/Ethnicity,Black or African American,31300,1630,76
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Race/Ethnicity,White,27900,1495,84
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Special Education,Not Special Education,33000,1756,259
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,8,Special Education,Special Education,15200,1031,30
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,All Students,All,32900,1712.5,278
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,Bilingual,Bilingual,32500,1658,41
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,Bilingual,Not Bilingual,33000,1713,237
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,FRPL,FRPL,34100,1813,141
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,FRPL,Not FRPL,30900,1654,137
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,Gender,Female,29400,1641.5,130
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,Gender,Male,34000,1775.5,148
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,GPA,<3.0,32100,1671,185
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,GPA,>=3.0,35300,1862,93
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,Race/Ethnicity,Asian,36500,1876,86
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,Race/Ethnicity,Black or African American,30000,1544.5,78
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,9,Race/Ethnicity,White,32500,1746.5,82
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,All Students,All,34000,1776.5,206
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,FRPL,FRPL,33700,1799.5,100
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,FRPL,Not FRPL,35100,1737,106
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,Gender,Female,31400,1710,99
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,Gender,Male,35200,1868,107
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,GPA,<3.0,33700,1758.5,136
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,GPA,>=3.0,36700,1843,70
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,Race/Ethnicity,Asian,39800,1999,61
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,Race/Ethnicity,Black or African American,30400,1689,59
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,10,Race/Ethnicity,White,33900,1814.5,64
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,All Students,All,38600,1822,147
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,FRPL,FRPL,39100,1867,71
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,FRPL,Not FRPL,38000,1810.5,76
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,Gender,Female,35400,1777,68
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,Gender,Male,39500,1897,79
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,GPA,<3.0,37600,1838.5,98
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,GPA,>=3.0,40000,1820,49
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,Race/Ethnicity,Asian,42500,2005.5,50
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,Race/Ethnicity,Black or African American,34800,1702,36
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,11,Race/Ethnicity,White,34900,1766,47
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,12,All Students,All,41600,1891,82
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,12,FRPL,FRPL,44200,1969,38
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,12,FRPL,Not FRPL,39400,1864.5,44
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,12,Gender,Female,37300,1880,37
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,12,Gender,Male,45300,1936,45
School Dist,Seattle Public Schools,Ingraham High School,HS Diploma,13,All Students,All,43200,1943,34
School Dist,Seattle Public Schools,Interagency Programs,Associate/Certificate,7,All Students,All,29400,1764,54
School Dist,Seattle Public Schools,Interagency Programs,Associate/Certificate,8,All Students,All,34300,1865.5,50
School Dist,Seattle Public Schools,Interagency Programs,Associate/Certificate,9,All Students,All,31100,1697,65
School Dist,Seattle Public Schools,Interagency Programs,Associate/Certificate,10,All Students,All,32000,1833.5,54
School Dist,Seattle Public Schools,Interagency Programs,Associate/Certificate,11,All Students,All,36400,1727.5,40
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,All Students,All,22700,1400.5,318
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,FRPL,FRPL,22600,1368,193
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,FRPL,Not FRPL,22900,1456,125
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,Gender,Female,21400,1307.5,152
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,Gender,Male,24400,1530.5,166
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,GPA,<3.0,21500,1399,273
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,GPA,>=3.0,29200,1442,45
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,Race/Ethnicity,Asian,33800,1803,95
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,Race/Ethnicity,Black or African American,16900,1103.5,136
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,Race/Ethnicity,Spanish/Hispanic/Latino,25800,1406,39
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,Race/Ethnicity,White,18500,1141,39
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,Special Education,Not Special Education,24300,1406,283
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,7,Special Education,Special Education,17200,1190,35
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,All Students,All,24500,1464,290
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,FRPL,FRPL,23700,1392,182
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,FRPL,Not FRPL,27000,1625.5,108
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,Gender,Female,24300,1360,134
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,Gender,Male,24900,1579,156
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,GPA,<3.0,24100,1427,246
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,GPA,>=3.0,30100,1602,44
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,Race/Ethnicity,Asian,37600,1769,83
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,Race/Ethnicity,Black or African American,18600,1226.5,126
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,Race/Ethnicity,Spanish/Hispanic/Latino,32000,1855.5,38
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,Race/Ethnicity,White,19400,1192.5,36
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,Special Education,Not Special Education,26200,1516,257
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,8,Special Education,Special Education,19000,1143,33
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,All Students,All,26800,1572,287
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,FRPL,FRPL,26000,1555.5,178
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,FRPL,Not FRPL,29000,1612,109
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,Gender,Female,24900,1453,141
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,Gender,Male,28100,1609.5,146
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,GPA,<3.0,26800,1574.5,244
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,GPA,>=3.0,32000,1477,43
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,Race/Ethnicity,Asian,36800,1780,83
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,Race/Ethnicity,Black or African American,18300,1252,134
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,Race/Ethnicity,Spanish/Hispanic/Latino,34600,1721,31
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,Race/Ethnicity,White,22400,1297.5,32
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,Special Education,Not Special Education,27500,1591,257
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,9,Special Education,Special Education,17600,1125.5,30
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,All Students,All,30200,1693,231
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,FRPL,FRPL,28400,1589,141
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,FRPL,Not FRPL,31600,1742,90
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,Gender,Female,28400,1570,117
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,Gender,Male,31200,1709,114
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,GPA,<3.0,30100,1656,200
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,GPA,>=3.0,31500,1710,31
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,Race/Ethnicity,Asian,37700,1877,71
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,10,Race/Ethnicity,Black or African American,23100,1366,107
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,11,All Students,All,30700,1703,158
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,11,FRPL,FRPL,27300,1495,103
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,11,FRPL,Not FRPL,33900,1881,55
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,11,Gender,Female,23400,1339,71
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,11,Gender,Male,33900,1881,87
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,11,Race/Ethnicity,Asian,37700,1884,38
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,11,Race/Ethnicity,Black or African American,26900,1564,80
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,12,All Students,All,30300,1619.5,86
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,12,Gender,Female,23200,1395.5,38
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,12,Gender,Male,33700,1861,48
School Dist,Seattle Public Schools,Interagency Programs,HS Diploma,13,All Students,All,30900,1619,45
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,All Students,All,27500,1550,255
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,FRPL,FRPL,26400,1396,100
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,FRPL,Not FRPL,27800,1593,155
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,Gender,Female,28500,1471,106
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,Gender,Male,26300,1593,149
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,GPA,<3.0,27900,1586.5,222
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,GPA,>=3.0,25800,1411,33
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,Race/Ethnicity,Asian,33200,1814,56
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,Race/Ethnicity,Black or African American,24200,1453,57
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,Race/Ethnicity,Spanish/Hispanic/Latino,26100,1225,33
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,7,Race/Ethnicity,White,26800,1575,93
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,All Students,All,30600,1617,221
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,FRPL,FRPL,28400,1651,76
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,FRPL,Not FRPL,32200,1612,145
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,Gender,Female,28000,1500,97
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,Gender,Male,31100,1748.5,124
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,GPA,<3.0,29000,1618,190
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,GPA,>=3.0,34000,1605,31
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,Race/Ethnicity,Asian,39400,1937,46
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,Race/Ethnicity,Black or African American,22300,1298,45
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,8,Race/Ethnicity,White,27700,1517,92
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,9,All Students,All,29100,1546,193
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,9,FRPL,FRPL,26400,1645,65
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,9,FRPL,Not FRPL,30700,1526.5,128
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,9,Gender,Female,29800,1546,81
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,9,Gender,Male,28200,1522.5,112
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,9,Race/Ethnicity,Asian,34900,1881,40
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,9,Race/Ethnicity,Black or African American,21100,1191,41
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,9,Race/Ethnicity,White,29500,1546,76
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,10,All Students,All,32600,1659.5,156
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,10,FRPL,FRPL,26900,1389.5,58
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,10,FRPL,Not FRPL,35000,1687.5,98
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,10,Gender,Female,35200,1672,64
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,10,Gender,Male,31700,1653,92
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,10,Race/Ethnicity,Asian,37600,1734,39
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,10,Race/Ethnicity,Black or African American,31000,1425,32
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,10,Race/Ethnicity,White,31600,1664.5,58
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,11,All Students,All,32500,1682,125
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,11,FRPL,FRPL,31000,1598,49
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,11,FRPL,Not FRPL,36600,1689,76
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,11,Gender,Female,32500,1841,43
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,11,Gender,Male,32300,1600,82
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,11,Race/Ethnicity,Asian,45100,1682,32
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,11,Race/Ethnicity,White,32400,1728.5,46
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,12,All Students,All,35700,1746,95
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,12,FRPL,FRPL,36500,1776,44
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,12,FRPL,Not FRPL,35600,1710,51
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,12,Gender,Female,38900,1920,35
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,12,Gender,Male,35600,1672,60
School Dist,Seattle Public Schools,Middle College High School,HS Diploma,13,All Students,All,38000,1759,51
School Dist,Seattle Public Schools,Nathan Hale High School,Associate/Certificate,7,All Students,All,27400,1587,59
School Dist,Seattle Public Schools,Nathan Hale High School,Associate/Certificate,8,All Students,All,30000,1626,63
School Dist,Seattle Public Schools,Nathan Hale High School,Associate/Certificate,9,All Students,All,33400,1740,72
School Dist,Seattle Public Schools,Nathan Hale High School,Associate/Certificate,10,All Students,All,36400,1715,55
School Dist,Seattle Public Schools,Nathan Hale High School,Associate/Certificate,11,All Students,All,39400,1618,45
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,All Students,All,35200,1708,419
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,FRPL,FRPL,41200,1802,47
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,FRPL,Not FRPL,34200,1691.5,372
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,Gender,Female,37000,1790.5,218
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,Gender,Male,33100,1600,201
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,GPA,<3.0,28500,1560,59
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,GPA,>=3.0,36700,1752,360
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,Race/Ethnicity,Asian,43700,1934,97
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,Race/Ethnicity,Other (Redacted),33300,1584,60
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,7,Race/Ethnicity,White,33500,1642.5,262
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,All Students,All,39700,1843,370
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,FRPL,FRPL,38300,1854,39
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,FRPL,Not FRPL,39800,1840,331
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,Gender,Female,41200,1850,203
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,Gender,Male,36400,1814,167
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,GPA,<3.0,32600,1745.5,56
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,GPA,>=3.0,41500,1857.5,314
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,Race/Ethnicity,Asian,51500,1992,84
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,Race/Ethnicity,Other (Redacted),37600,1699,52
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,8,Race/Ethnicity,White,36300,1790.5,234
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,All Students,All,40600,1811,373
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,FRPL,FRPL,43700,1880,45
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,FRPL,Not FRPL,40500,1781.5,328
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,Gender,Female,41800,1818.5,206
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,Gender,Male,39000,1793,167
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,GPA,<3.0,36100,1872,63
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,GPA,>=3.0,41800,1796.5,310
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,Race/Ethnicity,Asian,55500,2007.5,80
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,Race/Ethnicity,Other (Redacted),42200,1780.5,52
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,9,Race/Ethnicity,White,36600,1713,241
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,All Students,All,46900,1848,297
School Dist,Seattle Public Schools,Nathan Hale High School,Bachelor's or Higher,10,FRPL,FRPL,53000,1849.5,42
